-12.10, 0.0009885
30.84, 0.0003438
61.71, 0.0008166
123.2, 0.0006877
154.1, 0.001032
191.0, 0.001332
221.8, 0.001332
271.1, 0.001848
301.8, 0.001375
344.6, 0.0001289
388.2, 0.002450
437.1, 0.0009456
462.3, 0.003524
493.3, 0.004642
530.3, 0.005415
586.4, 0.008811
616.7, 0.006447
659.7, 0.006189
684.2, 0.005673
734.4, 0.01014
758.4, 0.007307
795.4, 0.007607
839.1, 0.01044
882.2, 0.01096
913.4, 0.01272
957.0, 0.01521
987.1, 0.01225
1018, 0.01448
1061, 0.01234
1104, 0.01380
1148, 0.01479
1179, 0.01646
1215, 0.01341
1247, 0.01766
1289, 0.01509
1320, 0.01547
1370, 0.01814
1412, 0.01560
1436, 0.01165
1486, 0.01423
1510, 0.01251
1565, 0.007908
1596, 0.01246
1633, 0.01277
1664, 0.009885
1714, 0.01431
1745, 0.01453
1781, 0.01393
1824, 0.01341
1867, 0.009885
1898, 0.01367
1941, 0.01367
1972, 0.01332
2021, 0.01221
2046, 0.01199
2083, 0.01238
2126, 0.01427
2175, 0.01298
2200, 0.01607
2243, 0.01496
2280, 0.01302
2317, 0.01599
2360, 0.01311
2391, 0.01375
2421, 0.01216
2464, 0.01242
2495, 0.01337
2532, 0.01277
2592, 0.008123
2611, 0.008897
2660, 0.008940
2697, 0.01019
2741, 0.01130
2771, 0.007865
2808, 0.009499
2851, 0.007307
2869, 0.006705
2918, 0.005974
2949, 0.008037
2999, 0.01023
3035, 0.007908
3066, 0.008123
3102, 0.003997
3140, 0.007006
3195, 0.006619
3208, 0.008424
3269, 0.005802
3312, 0.006361
3324, 0.005544
3380, 0.005330
3423, 0.006361
3447, 0.005974
3503, 0.005330
3527, 0.005802
3558, 0.005501
3607, 0.004169
3638, 0.006060
3675, 0.005330
3718, 0.004943
3749, 0.005029
3804, 0.006232
3829, 0.004857
3865, 0.003653
3896, 0.005244
3927, 0.004642
3976, 0.003524
4013, 0.002880
4056, 0.003954
4093, 0.002450
4124, 0.004943
4161, 0.003009
4185, 0.003567
4235, 0.003868
4278, 0.004212
4314, 0.002751
4358, 0.004040
4401, 0.002751
