4,5,6:27:22,1257.708769,50.850644
6,5,6:27:23,1313.809254,49.413232
6,5,6:27:23,1294.485849,50.049987
6,5,6:27:23,1277.352519,49.514341
6,5,6:27:23,1258.439536,48.282849
4,5,6:27:23,1239.764957,50.753814
4,5,6:27:23,1220.88227,52.778077
4,5,6:27:23,1203.093253,49.385641
4,5,6:27:23,1182.812786,51.314516
13,5,6:27:24,1287.818845,51.617016
6,5,6:27:24,1241.885087,48.46008
6,5,6:27:24,1223.156915,50.287302
6,5,6:27:24,1206.918232,49.048177
6,5,6:27:24,1186.667575,50.67075
4,5,6:27:24,1165.488641,48.029368
13,5,6:27:25,1267.832106,52.195666
13,5,6:27:25,1249.154049,53.065119
13,5,6:27:25,1229.714288,48.911477
13,5,6:27:25,1211.571999,51.461091
6,5,6:27:25,1170.353385,51.725554
13,5,6:27:26,1194.458538,50.008699
13,5,6:27:26,1174.625273,47.027393
42,5,6:27:33,1311.499794,60.473033
42,5,6:27:33,1291.45049,57.601917
42,5,6:27:34,1269.116478,58.583464
42,5,6:27:34,1247.779739,60.270335
42,5,6:27:34,1225.677537,58.242229
42,5,6:27:34,1205.51431,56.444508
42,5,6:27:34,1183.34405,58.187271
42,5,6:27:35,1164.523869,57.129369
51,5,6:27:37,1310.627693,59.777153
51,5,6:27:38,1290.855157,57.357031
51,5,6:27:38,1268.504988,59.232308
51,5,6:27:38,1249.48166,55.312918
51,5,6:27:38,1226.849193,57.886282
51,5,6:27:39,1206.115259,56.515316
51,5,6:27:39,1185.941993,56.535698
61,5,6:27:40,1315.056752,54.956876
61,5,6:27:40,1293.539861,54.809229
65,5,6:27:41,1317.318419,56.314194
65,5,6:27:41,1298.237368,55.46608
61,5,6:27:41,1275.805615,53.507297
61,5,6:27:41,1254.559731,52.465928
61,5,6:27:41,1235.110185,53.934266
61,5,6:27:41,1214.972895,52.67736
65,5,6:27:42,1276.66113,53.88208
65,5,6:27:42,1258.032041,51.045753
65,5,6:27:42,1239.582977,53.590055
65,5,6:27:42,1218.514487,53.310034
61,5,6:27:42,1196.538706,53.024019
61,5,6:27:42,1176.916059,49.834628
72,5,6:27:43,1308.997754,54.412694
65,5,6:27:43,1199.936218,53.991451
65,5,6:27:43,1179.345914,53.119628
72,5,6:27:44,1291.331276,53.707589
72,5,6:27:44,1269.554417,54.282052
72,5,6:27:44,1251.835939,52.333334
72,5,6:27:44,1231.597198,52.437925
80,5,6:27:45,1295.874023,53.083579
72,5,6:27:45,1213.940833,52.016403
72,5,6:27:45,1192.702459,53.523397
72,5,6:27:45,1174.938629,51.443499
80,5,6:27:46,1278.614263,52.424324
80,5,6:27:46,1257.158366,53.304373
80,5,6:27:46,1238.609425,51.966714
80,5,6:27:46,1219.74624,52.871953
86,5,6:27:47,1303.808257,52.878442
80,5,6:27:47,1201.723281,50.734701
80,5,6:27:47,1180.999615,50.833389
89,5,6:27:48,1294.765176,50.469997
86,5,6:27:48,1285.891431,50.910654
86,5,6:27:48,1266.214741,51.890911
86,5,6:27:48,1248.810828,51.726832
86,5,6:27:48,1227.675921,52.294029
89,5,6:27:49,1277.038618,50.935885
89,5,6:27:49,1256.690688,50.797493
89,5,6:27:49,1238.945668,53.987026
89,5,6:27:49,1218.574785,57.205102
86,5,6:27:49,1209.678992,51.671648
86,5,6:27:49,1189.107842,53.717539
89,5,6:27:50,1198.506918,57.370514
89,5,6:27:50,1176.032958,58.74888
96,5,6:27:51,1301.152541,50.816902
96,5,6:27:51,1279.865785,52.398252
96,5,6:27:51,1262.65132,51.495136
102,5,6:27:52,1297.610737,47.760329
102,5,6:27:52,1281.020546,48.038539
102,5,6:27:52,1262.050812,49.460059
102,5,6:27:52,1246.214633,47.023618
96,5,6:27:52,1240.723177,52.952035
96,5,6:27:52,1223.6146,54.27873
96,5,6:27:52,1202.578484,52.251887
96,5,6:27:52,1183.67296,51.958226
105,5,6:27:53,1287.955193,48.395486
105,5,6:27:53,1268.946883,46.968618
105,5,6:27:53,1253.324539,47.725575
105,5,6:27:53,1234.662704,47.801534
102,5,6:27:53,1226.428082,45.504078
105,5,6:27:53,1217.154947,49.807368
102,5,6:27:53,1210.804822,47.937543
102,5,6:27:53,1191.403111,49.480503
102,5,6:27:53,1175.506722,49.447802
96,5,6:27:53,1163.447404,52.29474
109,5,6:27:54,1304.574949,49.212567
109,5,6:27:54,1285.258851,48.518071
109,5,6:27:54,1268.185013,47.844313
109,5,6:27:54,1249.368094,48.252429
105,5,6:27:54,1198.415927,48.445381
105,5,6:27:54,1181.736803,49.006962
105,5,6:27:54,1162.238424,47.201451
109,5,6:27:55,1232.70747,48.329308
109,5,6:27:55,1213.762725,48.196078
109,5,6:27:55,1197.069026,49.667993
109,5,6:27:55,1178.672209,46.959913
109,5,6:27:56,1162.076657,48.228263
117,5,6:27:58,1247.355492,55.369314
117,5,6:27:58,1227.438285,53.557547
117,5,6:27:58,1207.034484,57.322369
117,5,6:27:58,1183.219647,58.153301
117,5,6:27:59,1164.092258,56.491634
121,5,6:28:00,1217.761496,52.153317
121,5,6:28:00,1200.22697,52.393266
121,5,6:28:01,1180.703205,50.392019
121,5,6:28:01,1163.310577,51.364239
128,5,6:28:02,1299.278557,60.096789
128,5,6:28:03,1279.407088,58.445653
128,5,6:28:03,1256.32726,58.793481
128,5,6:28:03,1234.742231,58.393029
128,5,6:28:04,1211.680728,58.403787
128,5,6:28:04,1192.970241,57.926724
128,5,6:28:04,1170.501191,56.180787
151,5,6:28:11,1298.141085,67.005038
151,5,6:28:11,1275.47587,65.028875
151,5,6:28:11,1250.648851,65.099149
151,5,6:28:11,1227.231587,66.561365
155,5,6:28:12,1304.061955,53.494625
155,5,6:28:12,1282.688024,53.128841
155,5,6:28:12,1264.868312,52.591851
155,5,6:28:12,1243.642123,51.776859
151,5,6:28:12,1202.094158,64.696132
151,5,6:28:12,1179.844711,63.406015
159,5,6:28:13,1294.95503,57.062594
159,5,6:28:13,1272.70497,57.184979
159,5,6:28:13,1252.568348,59.047259
159,5,6:28:13,1230.143204,57.885031
155,5,6:28:13,1224.19602,54.684044
