2508,5,9:16:10,3849.926658,5.197675
2562,5,9:15:40,3848.984095,8.637291
13675,5,7:52:39,3848.97206,19.727258
11689,5,8:07:57,3848.349601,8.823005
19620,5,7:07:51,3847.992235,13.051095
6776,5,8:43:06,3847.740915,10.790172
6269,5,8:46:56,3847.623529,13.974574
19631,5,7:07:43,3847.608014,15.902685
2508,5,9:16:11,3847.413105,7.15778
18900,5,7:12:42,3847.278674,19.155601
4627,5,8:59:05,3847.05103,16.915476
1293,5,9:25:34,3846.289387,23.505817
13318,5,7:55:33,3845.719246,22.49982
16724,5,7:29:10,3845.673707,27.698522
20085,5,7:04:43,3845.646909,24.564163
2460,5,9:16:25,3845.574195,13.716098
4350,5,9:01:24,3845.4018,22.176082
14310,5,7:47:04,3845.40032,19.191073
6789,5,8:43:01,3845.3097,14.835608
2562,5,9:15:40,3845.267338,10.807173
2071,5,9:19:35,3845.244321,25.539719
14006,5,7:49:37,3845.224486,27.693482
3353,5,9:09:10,3845.022155,23.541812
6912,5,8:41:45,3844.973583,10.999034
6776,5,8:43:06,3844.969553,11.779688
11689,5,8:07:57,3844.888218,11.18584
3930,5,9:04:32,3844.723791,19.494885
5671,5,8:51:14,3844.601595,23.99327
6919,5,8:41:42,3844.526589,13.451559
8353,5,8:31:46,3844.494342,26.025571
20381,5,7:02:43,3844.442434,25.719693
10301,5,8:18:07,3844.373994,28.206628
6269,5,8:46:56,3844.322909,12.787888
4687,5,8:58:18,3844.28654,0.336968
4687,5,8:58:18,3844.262311,1.557603
7041,5,8:40:44,3844.213754,28.140015
13530,5,7:53:48,3844.158465,27.624244
8890,5,8:27:33,3844.004229,19.182874
10272,5,8:18:16,3843.960661,26.727351
19620,5,7:07:51,3843.948645,12.535778
9709,5,8:22:10,3843.907927,26.273085
3203,5,9:10:24,3843.900576,20.319224
8623,5,8:29:42,3843.871167,12.834651
2032,5,9:19:43,3843.869528,24.079401
4748,5,8:57:47,3843.812374,23.255802
14256,5,7:47:37,3843.774353,20.635554
8241,5,8:32:40,3843.713453,25.487106
3915,5,9:04:37,3843.692724,20.298054
2562,5,9:15:41,3843.665101,7.761352
7453,5,8:38:08,3843.601334,23.004085
19647,5,7:07:40,3843.587104,16.468689
14393,5,7:46:20,3843.54449,25.217793
4450,5,9:00:42,3843.368024,29.451735
12086,5,8:04:41,3843.359019,26.847089
2508,5,9:16:11,3843.340985,8.531228
13155,5,7:56:54,3843.319918,25.383046
307,5,9:32:17,3843.253103,31.631122
4640,5,8:58:59,3842.822506,15.953786
16152,5,7:33:05,3842.755471,4.512282
6551,5,8:44:57,3842.742559,25.029986
22238,5,6:51:25,3842.740068,29.30276
2655,5,9:14:46,3842.655691,2.939326
7458,5,8:38:06,3842.653117,24.482963
3781,5,9:05:36,3842.469268,31.114015
4687,5,8:58:18,3842.396038,-0.279559
4687,5,8:58:19,3842.37437,2.585974
19275,5,7:10:22,3842.357839,23.674871
6392,5,8:46:07,3842.335456,18.060636
